carType,color,condition,currency,drive,city,country,make,manufacture_year,mileage,mileage_unit,model,model_variant,price_on_request,type,zip,manufacture_month,fuel_consumption_unit
null,Black,null,CHF,null,Zuzwil,CH,Daimler,1998,100,kilometer,V8, 4.0,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,1997,38000,kilometer,528,i Touring,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Bentley,1994,60000,kilometer,CONTINENTAL,Continental R Coupé,true,car,null,1,null
null,Blue,null,CHF,null,Zuzwil,CH,Lamborghini,2007,33000,kilometer,MURCIÉLAGO,Murciélago LP640-4 Cpé,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1992,129700,kilometer,SL 500,,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2006,117400,kilometer,RS4, Avant 4.2 V8 quattro,true,car,null,8,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2010,7400,kilometer,E 63 AMG,,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,1999,77800,kilometer,911, Carrera 4,true,car,null,5,null
null,Blue,null,CHF,null,Zuzwil,CH,Audi,2001,50000,kilometer,RS4, Avant quattro,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1995,75200,kilometer,SL 600,,true,car,null,9,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,1998,93000,kilometer,540,i,true,car,null,11,null
null,Black,null,CHF,null,Zuzwil,CH,Trabant,2009,999,kilometer,null,1300S Trabusa,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Jaguar,1974,49200,kilometer,E, -Type III,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Lamborghini,2015,90,kilometer,AVENTADOR,Aventador LP700-4 Rds,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2003,121900,kilometer,S 55 AMG,,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2000,3600,kilometer,X5, 4.4i,true,car,null,12,null
null,Blue,null,CHF,null,Zuzwil,CH,Renault,1980,108000,kilometer,ALPINE,Alpine A310 V6,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,2003,114000,kilometer,CAYENNE,Cayenne Turbo,true,car,null,8,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2003,94500,kilometer,760,i L,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Bentley,2000,111600,kilometer,ARNAGE,Arnage Red Label,true,car,null,2,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2003,77700,kilometer,SL 600,,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2005,21700,kilometer,M5,,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,Ford,1994,11000,kilometer,ESCORT,Escort 2.0i RS Cosworth,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Maserati,2008,58900,kilometer,QUATTROPORTE,Quattroporte 4.2 Sport GT,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2009,34500,kilometer,E 63 AMG,,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2006,49000,kilometer,SL 55 AMG,,true,car,null,3,null
null,Blue,null,CHF,null,Porrentruy,CH,Lamborghini,1993,49500,kilometer,DIABLO,Diablo 5.7,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Opel,2001,153900,kilometer,FRONTERA,Frontera 3.2i V6 Limited,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,Aston Martin,2007,28800,kilometer,V8 Vantage, 4.3,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Alfa Romeo,1988,69300,kilometer,SPIDER,Spider 2.0,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Aston Martin,2006,92500,kilometer,V8 Vantage, 4.3,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2002,38700,kilometer,SLK 230, Kompressor,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,Saab,2001,134600,kilometer,9-3, 2.0i-16 TS Aero,true,car,null,9,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2003,59300,kilometer,SL 55 AMG,,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2001,27800,kilometer,CL 500,,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,VW,2002,50400,kilometer,PHAETON,Phaeton 6.0 W12 4Motion,true,car,null,10,null
null,Black,null,CHF,null,Zuzwil,CH,Lamborghini,2000,20600,kilometer,DIABLO,Diablo 5.7,true,car,null,12,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,2004,54100,kilometer,911, GT2,true,car,null,3,null
null,Blue,null,CHF,null,Zuzwil,CH,Porsche,2002,61300,kilometer,911, GT2,true,car,null,12,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2005,1500,kilometer,S 500,,true,car,null,11,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2005,21300,kilometer,CLS 500,,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2013,28100,kilometer,G 63 AMG,,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2008,45600,kilometer,S 63 AMG, L,true,car,null,8,null
null,Black,null,CHF,null,Zuzwil,CH,Lamborghini,2007,42000,kilometer,GALLARDO,Gallardo Superleggera,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2007,500,kilometer,R8, Coupé 4.2,true,car,null,10,null
null,Black,null,CHF,null,Zuzwil,CH,Bentley,2011,20000,kilometer,CONTINENTAL,Continental Supersports Conv.,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2005,58300,kilometer,M6,,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2000,228000,kilometer,323,Ci,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2005,66100,kilometer,CLS 500,,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1995,56500,kilometer,SL 500,,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Bentley,2007,50900,kilometer,CONTINENTAL,Continental GTC 6.0,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2008,38500,kilometer,RS6, Avant 5.0 V10 quattro,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2001,79500,kilometer,330,Ci,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,MG,1986,2500,kilometer,METRO, 6R4 Gruppe B,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2007,48000,kilometer,M6,,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Maserati,2007,21500,kilometer,QUATTROPORTE,Quattroporte 4.2,true,car,null,10,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2007,62000,kilometer,730,d,true,car,null,11,null
null,Black,null,CHF,null,Zuzwil,CH,Renault,1973,85000,kilometer,Alpine A110, 1300,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,1999,29800,kilometer,911, GT3,true,car,null,8,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2003,13900,kilometer,SL 600,,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,Yes!,2007,9400,kilometer,null,Roadster 3.2,true,car,null,9,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,1984,108500,kilometer,911, Carrera,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,Ferrari,1999,26200,kilometer,F360, Modena Berlinetta,true,car,null,10,null
null,Black,null,CHF,null,Safenwil,CH,Aston Martin,1987,39000,kilometer,LAGONDA, Shooting Brake,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2001,20500,kilometer,SL 500,,true,car,null,11,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2002,91100,kilometer,RS6, Avant quattro,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Bentley,2007,28000,kilometer,CONTINENTAL,Continental FlyingSpur6.0,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,Rolls-Royce,1983,99300,kilometer,Silver Spirit, Mk. I,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,1999,19900,kilometer,A8, 3.7,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2013,34200,kilometer,RS4, Avant 4.2 FSI quattro,true,car,null,3,null
null,Blue,null,CHF,null,Zuzwil,CH,Renault,1976,60000,kilometer,Alpine A110, 1600 SX,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2008,35800,kilometer,CL 63 AMG, FAB DESIGN,true,car,null,8,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2001,72600,kilometer,RS4, Avant quattro,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2002,31200,kilometer,SL 55 AMG,,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,2008,16500,kilometer,CAYENNE,Cayenne Turbo,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,Toyota,1981,26900,kilometer,DYNA, Bergungsfahrzeug,true,car,null,1,null
null,Black,null,CHF,null,St. Gallen,CH,Lamborghini,2014,1700,kilometer,GALLARDO,GallardoLP570-4CpéTecnica,true,car,null,9,null
null,Black,null,CHF,null,Zuzwil,CH,VW,2008,108500,kilometer,TOUAREG,Touareg R50 V10,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2002,316200,kilometer,S3, quattro,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Chrysler,1996,20000,kilometer,VIPER,Viper RT/10,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1992,125600,kilometer,SL 500,,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Lotus,2001,75100,kilometer,ELISE,Elise,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Maserati,2006,10600,kilometer,QUATTROPORTE,Quattroporte 4.2,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2000,51000,kilometer,SL 500, Edition,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Other,2007,26900,kilometer,COUPÉ,Coupé 2.7 24V FX,true,car,null,4,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2004,120900,kilometer,CLS 500,,true,car,null,11,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2005,15300,kilometer,SL 65 AMG,,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,2014,100,kilometer,911, GT3,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Nissan,2002,15000,kilometer,Skyline, Rennwagen,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Bentley,2008,36900,kilometer,CONTINENTAL,Continental GT Speed 6.0,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,Ferrari,2003,23100,kilometer,575M,,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2007,39900,kilometer,E 63 AMG, Avantgarde,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Bentley,2005,142000,kilometer,CONTINENTAL,Continental GT 6.0,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2006,34650,kilometer,RS4, Cabriolet 4.2 quattro,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Alfa Romeo,1999,56400,kilometer,166, 3.0 V6 24V Super,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,Other,1997,99400,kilometer,3 SERIES,B3 3.2 Coupé S.Tronic,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,Renault,1978,222300,kilometer,ALPINE,Alpine A310 V6,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,2003,85200,kilometer,911, Turbo,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,1996,141000,kilometer,540,i,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Ferrari,1996,52800,kilometer,456, GTA,true,car,null,12,null
null,Black,null,CHF,null,Zuzwil,CH,Lamborghini,2003,13500,kilometer,MURCIÉLAGO,Murciélago 6.2 Coupé,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Renault,1973,40700,kilometer,Alpine A110, 1600 SC,true,car,null,8,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,1997,112300,kilometer,523,i Touring,true,car,null,9,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2012,29600,kilometer,M6,,true,car,null,10,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,2008,35500,kilometer,911, Turbo Cabrio,true,car,null,4,null
null,Blue,null,CHF,null,Zuzwil,CH,Jaguar,2007,74000,kilometer,XJ,8 4.2 V8 Sovereign,true,car,null,11,null
null,Black,null,CHF,null,Zuzwil,CH,Dodge,2006,41000,kilometer,Ram, SRT-10,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2000,51800,kilometer,RS4, Avant quattro,true,car,null,11,null
null,Black,null,CHF,null,Porrentruy,CH,Lamborghini,1999,45700,kilometer,DIABLO,Diablo 5.7 SV,true,car,null,7,null
null,Blue,null,CHF,null,Zuzwil,CH,Lamborghini,1993,26800,kilometer,DIABLO,Diablo 5.7,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2008,500,kilometer,null,CLK DTM AMG Cabriolet,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Lamborghini,2009,9500,kilometer,MURCIÉLAGO,Murciélago LP670-4 SV Cpé,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2004,33613,kilometer,SL 65 AMG,,true,car,null,9,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2013,6000,kilometer,RS6, Avant 4.0 TFSI V8 qu,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Land Rover,1995,46500,kilometer,RANGE ROVER,Range Rover 4.6 HSE,true,car,null,12,null
null,Black,null,CHF,null,Zuzwil,CH,Bentley,2002,36000,kilometer,ARNAGE,Arnage T,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Fiat,1980,80000,kilometer,131, Racing / Sport,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,2006,30600,kilometer,911, Carrera 4S Cabrio,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,2001,16300,kilometer,911, GTR (GT3),true,car,null,4,null
null,Blue,null,CHF,null,Zuzwil,CH,Porsche,1996,78000,kilometer,911, Carrera Cabrio,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Ferrari,2004,27650,kilometer,F360, Challenge stradale,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,1982,64700,kilometer,323, E21,true,car,null,9,null
null,Black,null,CHF,null,Zuzwil,CH,Land Rover,1995,70400,kilometer,RANGE ROVER,Range Rover 4.6 HSE,true,car,null,11,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2003,123400,kilometer,SLK 32 AMG,,true,car,null,8,null
null,Black,null,CHF,null,Zuzwil,CH,Other,2012,19100,kilometer,5 SERIES,B5 BiTurbo 4.4 V8,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,Lamborghini,1997,55000,kilometer,DIABLO,Diablo 5.7,true,car,null,4,null
null,Blue,null,CHF,null,Zuzwil,CH,Porsche,2010,26800,kilometer,PANAMERA,Panamera Turbo 4.8,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2002,21400,kilometer,RS6, Avant quattro,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2007,162000,kilometer,320,d Touring,true,car,null,8,null
null,Black,null,CHF,null,Zuzwil,CH,Renault,1983,111990,kilometer,ALPINE,Alpine A310 V6,true,car,null,9,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1998,30400,kilometer,SL 500,,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,2000,77600,kilometer,911, Carrera,true,car,null,9,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2002,23800,kilometer,X5, 4.6is,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2013,4600,kilometer,M5,,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Maserati,2002,23200,kilometer,COUPÉ GT,Coupé GT,true,car,null,10,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2003,41100,kilometer,RS6, Avant quattro,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2010,110800,kilometer,S 350, L 4Matic,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2002,101900,kilometer,A4, Avant 3.0 V6,true,car,null,8,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1996,125000,kilometer,S 600, L,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,1973,129800,kilometer,3.0, CSL,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Ferrari,2005,36000,kilometer,612,,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2008,49600,kilometer,G 55 AMG,,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Other,1966,18000,kilometer,null,CJ-5 12V ARMEEFAHRZEUG,true,car,null,9,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1993,37000,kilometer,SL 600,,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1997,39800,kilometer,SL 500,,true,car,null,8,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2007,47900,kilometer,SL 500,,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Lotus,2005,16000,kilometer,null,HKT Seven GTS,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2000,74500,kilometer,S 500, L,true,car,null,5,null
null,Other,null,CHF,null,Zuzwil,CH,Aston Martin,2005,31800,kilometer,DB9, Volante,true,car,null,11,null
null,Blue,null,CHF,null,Zuzwil,CH,Lancia,1995,68000,kilometer,DELTA, Integrale EVO,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2002,125900,kilometer,525,i,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2012,66800,kilometer,M6,,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2008,45000,kilometer,CLK 63 AMG, Black Series,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,1993,128200,kilometer,911, Turbo ll 3.6,true,car,null,10,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1997,58000,kilometer,S 320,,true,car,null,8,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,1984,63500,kilometer,911, Turbo,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Ferrari,2010,680,kilometer,458, Italia 4.5 V8,true,car,null,10,null
null,Black,null,CHF,null,Zuzwil,CH,Rolls-Royce,1988,73800,kilometer,Silver Spur,,true,car,null,9,null
null,Blue,null,CHF,null,Zuzwil,CH,NSU,1971,75000,kilometer,null,TTS,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Jaguar,2009,49500,kilometer,XK,R 5.0 V8 SC,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2012,82000,kilometer,535,d xDrive,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Lamborghini,2016,2100,kilometer,HURACAN,Huracan LP610-4 Coupé,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Ferrari,2004,113800,kilometer,612,,true,car,null,7,null
null,Blue,null,CHF,null,Zuzwil,CH,Toyota,1976,38700,kilometer,CELICA, 2000GT,true,car,null,11,null
null,Black,null,CHF,null,Zuzwil,CH,Lancia,1993,131000,kilometer,DELTA,Delta HF Integrale Evo 4V,true,car,null,12,null
null,Black,null,CHF,null,Zuzwil,CH,Toyota,1979,240500,kilometer,LAND CRUISER, BJ 40 LT,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Maserati,2006,38900,kilometer,COUPÉ GT,Coupé GT,true,car,null,9,null
null,Black,null,CHF,null,Zuzwil,CH,Other,2006,100,kilometer,null,HPU Hurricane TC,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Land Rover,1994,87000,kilometer,RANGE ROVER,Range Rover 4.6 HSE,true,car,null,11,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2008,43000,kilometer,CL 65 AMG,,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,1979,157400,kilometer,null,323 i E21,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,Maserati,2009,8700,kilometer,GRANTURISMO,GranTurismo,true,car,null,12,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,2000,80000,kilometer,911, Turbo,true,car,null,10,null
null,Black,null,CHF,null,Basel,CH,Rolls-Royce,1982,70000,kilometer,CORNICHE, Convertible,true,car,null,1,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,1999,35100,kilometer,911, Carrera 4,true,car,null,4,null
null,Silver,null,CHF,null,Zuzwil,CH,Lancia,1994,130300,kilometer,DELTA,Delta HF Integrale Evo 4V,true,car,null,1,null
null,Silver,null,CHF,null,Zuzwil,CH,Alfa Romeo,1972,79380,kilometer,GT, 1300 Junior,true,car,null,6,null
null,Silver,null,CHF,null,Zuzwil,CH,Ferrari,2010,28900,kilometer,599, GTB HGTE,true,car,null,4,null
null,Silver,null,CHF,null,Zuzwil,CH,Renault,1984,78000,kilometer,ALPINE,Alpine A310 V6 VFA-2700 VAA,true,car,null,5,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2004,147400,kilometer,E 55 AMG, Avantgarde,true,car,null,2,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1997,62500,kilometer,C 280, Elégance,true,car,null,6,null
null,Silver,null,CHF,null,Zuzwil,CH,Audi,2003,144200,kilometer,RS6, Avant quattro,true,car,null,2,null
null,Silver,null,CHF,null,Zuzwil,CH,Audi,1998,57000,kilometer,S8, 4.2 quattro,true,car,null,1,null
null,Silver,null,CHF,null,Zuzwil,CH,Ferrari,2008,26000,kilometer,599, GTB,true,car,null,4,null
null,Blue,null,CHF,null,Zuzwil,CH,BMW,2002,49600,kilometer,M3,,true,car,null,5,null
null,Silver,null,CHF,null,Zuzwil,CH,Audi,2011,1350,kilometer,RS4, 4.2 V8 quattro,true,car,null,0,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2000,75400,kilometer,CL 600,,true,car,null,2,null
null,Silver,null,CHF,null,Zuzwil,CH,VW,2006,104500,kilometer,TOUAREG,Touareg 5.0 TDI V10,true,car,null,9,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1994,111500,kilometer,SL 500,,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,Chevrolet,2009,4000,kilometer,CORVETTE,Corvette ZR1,true,car,null,7,null
null,Silver,null,CHF,null,Zuzwil,CH,Ferrari,2003,55800,kilometer,F360, Spider,true,car,null,2,null
null,Blue,null,CHF,null,Zuzwil,CH,Other,1985,61800,kilometer,CHARADE,Charade 1.0 Turbo,true,car,null,9,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,2003,33600,kilometer,545,i,true,car,null,9,null
null,Silver,null,CHF,null,Zuzwil,CH,Maserati,2005,38400,kilometer,GRANSPORT,Coupé GranSport,true,car,null,1,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2008,24000,kilometer,SL 65 AMG,,true,car,null,7,null
null,Silver,null,CHF,null,Zuzwil,CH,NSU,1972,82804,kilometer,null,TT,true,car,null,4,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2010,29800,kilometer,E 250, CGI BlueEff Avgarde,true,car,null,6,null
null,Blue,null,CHF,null,Zuzwil,CH,Citroen,2001,83800,kilometer,C5, 3.0 V6 Exclusive,true,car,null,6,null
null,Silver,null,CHF,null,Zuzwil,CH,Bentley,2000,42300,kilometer,ARNAGE,Arnage Green Label,true,car,null,4,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,2005,8500,kilometer,M6,,true,car,null,7,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,2000,60500,kilometer,911, Turbo,true,car,null,12,null
null,Silver,null,CHF,null,Zuzwil,CH,Ferrari,2005,22500,kilometer,575M,,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2009,52000,kilometer,S 500,,true,car,null,2,null
null,Silver,null,CHF,null,Zuzwil,CH,VW,2007,105800,kilometer,GOLF,Golf R32 4Motion,true,car,null,2,null
null,Blue,null,CHF,null,Zuzwil,CH,Ford,1971,64600,kilometer,CAPRI, RS 2600,true,car,null,5,null
null,Silver,null,CHF,null,Zuzwil,CH,Renault,2000,8000,kilometer,SPORT SPIDER, Windschutzscheibe,true,car,null,9,null
null,Silver,null,CHF,null,Zuzwil,CH,Renault,1981,147800,kilometer,R5, Alpine,true,car,null,7,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2006,72200,kilometer,CL 500, Prime Edition,true,car,null,10,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,1999,68500,kilometer,M5,,true,car,null,1,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2003,48100,kilometer,S 600, L,true,car,null,1,null
null,Blue,null,CHF,null,Zuzwil,CH,Jaguar,1999,69200,kilometer,S-TYPE,S-Type 4.0 V8,true,car,null,5,null
null,Silver,null,CHF,null,Zuzwil,CH,Other,1985,157000,kilometer,5 SERIES, B7 (E28),true,car,null,7,null
null,Silver,null,CHF,null,Zuzwil,CH,Rolls-Royce,2001,38000,kilometer,CORNICHE,Corniche,true,car,null,7,null
null,Silver,null,CHF,null,Zuzwil,CH,Nissan,2007,2300,kilometer,Skyline, R34 GTR,true,car,null,1,null
null,Silver,null,CHF,null,Zuzwil,CH,Audi,1990,125000,kilometer,QUATTRO,quattro Turbo 20V,true,car,null,1,null
null,Silver,null,CHF,null,Zuzwil,CH,Renault,1992,71600,kilometer,ALPINE,Alpine A610 Turbo,true,car,null,6,null
null,Silver,null,CHF,null,Zuzwil,CH,Audi,2012,5900,kilometer,R8, GT Spyder 5.2,true,car,null,6,null
null,Silver,null,CHF,null,Zuzwil,CH,Maserati,1995,39500,kilometer,BITURBO,Biturbo Spyder E,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,Citroen,1986,80500,kilometer,2CV,6 Charleston,true,car,null,7,null
null,Silver,null,CHF,null,Zuzwil,CH,McLaren,2012,19900,kilometer,12C,MP4- Coupé 3.8 V8,true,car,null,4,null
null,Silver,null,CHF,null,Safenwil,CH,Triumph,1957,98320,kilometer,TR3,,true,car,null,1,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2002,48300,kilometer,CL 55 AMG,,true,car,null,11,null
