carType,color,condition,currency,drive,city,country,make,manufacture_year,mileage,mileage_unit,model,model_variant,price_on_request,type,zip,manufacture_month,fuel_consumption_unit
null,Black,null,CHF,null,Zuzwil,CH,Smart,2003,165000,kilometer,FORTWO,Fortwo passion,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2000,211000,kilometer,S6, Avant quattro,true,car,null,10,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2006,500,kilometer,R 500, 4Matic,true,car,null,1,null
null,Silver,null,CHF,null,Sursee,CH,Ferrari,1970,8000,kilometer,365, Daytona Plexiglas,true,car,null,9,null
null,Blue,null,CHF,null,Zuzwil,CH,Ferrari,1995,78000,kilometer,F355, Berlinetta,true,car,null,5,null
null,Silver,null,CHF,null,Zuzwil,CH,VW,2003,117800,kilometer,TOUAREG,Touareg 5.0 TDI V10,true,car,null,11,null
null,Silver,null,CHF,null,Zuzwil,CH,Nissan,1990,162900,kilometer,200 SX, 1.8 16V Turbo,true,car,null,6,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,1991,101300,kilometer,911, Turbo II,true,car,null,8,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2009,34000,kilometer,SL 65 AMG, BLACK SERIES,true,car,null,7,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,1999,47900,kilometer,911, GT3,true,car,null,10,null
null,Silver,null,CHF,null,Zuzwil,CH,Aston Martin,2005,40800,kilometer,DB9,,true,car,null,1,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2003,22400,kilometer,CL 600,,true,car,null,7,null
null,Silver,null,CHF,null,Sursee,CH,Other,1968,1000,kilometer,MUSTANG,Mustang,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2000,162900,kilometer,C 240, Elégance,true,car,null,7,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,2001,82100,kilometer,911, Turbo,true,car,null,2,null
null,Silver,null,CHF,null,Zuzwil,CH,McLaren,2012,1200,kilometer,12C,MP4- Coupé 3.8 V8,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,1999,33900,kilometer,735,i,true,car,null,8,null
null,Silver,null,CHF,null,Zuzwil,CH,Renault,1982,31000,kilometer,ALPINE,Alpine A310 V6,true,car,null,10,null
null,Silver,null,CHF,null,Zuzwil,CH,Toyota,2004,144000,kilometer,COROLLA,Corolla 2.0 D4D L.Terra,true,car,null,6,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,2012,39200,kilometer,X1, xDrive 25d Sport Line,true,car,null,9,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2004,61000,kilometer,S 65 AMG,S 65 L AMG 650PS,true,car,null,8,null
null,Silver,null,CHF,null,Zuzwil,CH,Ferrari,2000,35000,kilometer,456,M GT,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2008,56200,kilometer,S 65 AMG, L,true,car,null,6,null
null,Silver,null,CHF,null,Zuzwil,CH,Renault,1997,23500,kilometer,SPORT SPIDER,Spider 2.0 16V TURBO,true,car,null,6,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,2006,34500,kilometer,M6,,true,car,null,11,null
null,Silver,null,CHF,null,Zuzwil,CH,Land Rover,2010,9000,kilometer,RANGE ROVER,Range Rover 5.0 V8 SC,true,car,null,10,null
null,Silver,null,CHF,null,Zuzwil,CH,MG,1930,86000,kilometer,null,M Roadster,true,car,null,6,null
null,Silver,null,CHF,null,Zuzwil,CH,Fiat,1974,120000,kilometer,SPIDER,124 Spider CSA Abarth,true,car,null,7,null
null,Silver,null,CHF,null,Zuzwil,CH,Ferrari,2001,41000,kilometer,F360, Spider,true,car,null,5,null
null,Silver,null,CHF,null,Zuzwil,CH,Audi,2008,29300,kilometer,RS6, Avant 5.0 V10 quattro,true,car,null,6,null
null,Other,null,CHF,null,Zuzwil,CH,Lotus,2003,38200,kilometer,ELISE,Elise,true,car,null,10,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2008,3200,kilometer,SLK 350,,true,car,null,5,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1998,61000,kilometer,CLK 320, Sport,true,car,null,6,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1998,48500,kilometer,E 430, Avantgarde,true,car,null,6,null
null,Silver,null,CHF,null,Zuzwil,CH,Renault,2004,61200,kilometer,CLIO,Clio 3.0 Sport V6,true,car,null,11,null
null,Silver,null,CHF,null,Zuzwil,CH,Renault,1981,139200,kilometer,ALPINE,Alpine A310 V6,true,car,null,12,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1994,111500,kilometer,SL 500,,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,2001,75400,kilometer,911, Carrera Cabrio,true,car,null,2,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,2006,29900,kilometer,535,d,true,car,null,1,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,1974,93500,kilometer,2002, tii,true,car,null,4,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,1997,42000,kilometer,750,iL,true,car,null,6,null
null,Silver,null,CHF,null,Zuzwil,CH,Bentley,1999,85700,kilometer,ARNAGE,Arnage Green Label,true,car,null,6,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,2005,27800,kilometer,M5,,true,car,null,4,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,2004,88000,kilometer,M3, CSL,true,car,null,7,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2002,64000,kilometer,SL 500,,true,car,null,5,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2002,24400,kilometer,SL 500,,true,car,null,6,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1991,98000,kilometer,SL 500, 6.0 AMG,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2007,40300,kilometer,S 65 AMG, L,true,car,null,1,null
null,Silver,null,CHF,null,Zuzwil,CH,Audi,2003,34000,kilometer,RS6, Avant quattro,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,2006,31500,kilometer,M5,,true,car,null,6,null
null,Silver,null,CHF,null,Sursee,CH,Mercedes-Benz,1955,5000,kilometer,300, SL W198,true,car,null,5,null
null,Silver,null,CHF,null,Zuzwil,CH,Lancia,1978,57000,kilometer,null,Monte Carlo 137 AS,true,car,null,7,null
null,Silver,null,CHF,null,Zuzwil,CH,Toyota,1972,57700,kilometer,CARINA, Deluxe,true,car,null,11,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,2009,1,kilometer,CAYENNE,Cayenne S,true,car,null,9,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,2013,5400,kilometer,650,i xDrive,true,car,null,1,null
null,Silver,null,CHF,null,Zuzwil,CH,Ferrari,2000,28000,kilometer,F360, Modena Berlinetta,true,car,null,5,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2007,94000,kilometer,S 65 AMG, L,true,car,null,1,null
null,Silver,null,CHF,null,Zuzwil,CH,Audi,2002,36900,kilometer,RS6, Avant quattro,true,car,null,9,null
null,Silver,null,CHF,null,Zuzwil,CH,Ferrari,1999,29000,kilometer,F355, Berlinetta,true,car,null,5,null
null,Silver,null,CHF,null,Zuzwil,CH,Volvo,2001,145000,kilometer,S60, 2.4T,true,car,null,4,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,2003,156000,kilometer,CAYENNE,Cayenne Turbo,true,car,null,1,null
null,Silver,null,CHF,null,Zuzwil,CH,Audi,2010,26300,kilometer,RS6, Avant 5.0 V10 quattro,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,2010,57600,kilometer,PANAMERA,Panamera 4S 4.8,true,car,null,11,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2004,21400,kilometer,SL 55 AMG,,true,car,null,4,null
null,Silver,null,CHF,null,Zuzwil,CH,Ferrari,2000,25000,kilometer,F360, Modena Berlinetta,true,car,null,11,null
null,Silver,null,CHF,null,Zuzwil,CH,Lamborghini,2010,20800,kilometer,MURCIÉLAGO,Murciélago LP670-4 SV Cpé,true,car,null,5,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2003,128800,kilometer,S 600, L,true,car,null,6,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,2001,91000,kilometer,X5, 4.4i,true,car,null,12,null
null,Silver,null,CHF,null,Zuzwil,CH,Land Rover,2006,126300,kilometer,RANGE ROVER SPORT,Range Rover Sport 4.2 V8 SC,true,car,null,5,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,2007,400,kilometer,CAYENNE,Cayenne Turbo S,true,car,null,5,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,2008,21000,kilometer,CAYENNE,Cayenne Turbo,true,car,null,4,null
null,Silver,null,CHF,null,Zuzwil,CH,Other,1980,129400,kilometer,7 SERIES, B7 Turbo Limousine,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,Other,2003,54100,kilometer,3 SERIES,B3 3.3 S,true,car,null,2,null
null,Silver,null,CHF,null,Zuzwil,CH,Bentley,2003,57000,kilometer,ARNAGE,Arnage T,true,car,null,12,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2007,29800,kilometer,SLR, McLaren,true,car,null,10,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1997,35600,kilometer,E 50 AMG, Avantgarde,true,car,null,2,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,2004,21400,kilometer,911, Turbo Cabrio,true,car,null,9,null
null,Silver,null,CHF,null,Zuzwil,CH,Audi,2006,95700,kilometer,RS4, 4.2 V8 quattro,true,car,null,1,null
null,Silver,null,CHF,null,Zuzwil,CH,Ferrari,1998,41300,kilometer,F355, Berlinetta,true,car,null,7,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2005,78700,kilometer,CLS 500,,true,car,null,4,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,1983,134000,kilometer,911, SC 3.0,true,car,null,4,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,2005,55000,kilometer,M6,,true,car,null,7,null
null,Silver,null,CHF,null,Zuzwil,CH,Bentley,1995,47500,kilometer,TURBO,,true,car,null,1,null
null,Silver,null,CHF,null,Zuzwil,CH,PGO,2008,3000,kilometer,null,Cevennes,true,car,null,5,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2000,39600,kilometer,CL 500,,true,car,null,1,null
null,Silver,null,CHF,null,Sursee,CH,Lamborghini,2014,150,kilometer,AVENTADOR,Aventador LP700-4 Rds,true,car,null,1,null
null,Silver,null,CHF,null,Zuzwil,CH,Audi,2002,67700,kilometer,A6, 2.4,true,car,null,7,null
null,Silver,null,CHF,null,Zuzwil,CH,Lamborghini,1993,46700,kilometer,DIABLO,Diablo 5.7 VT,true,car,null,6,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,2005,13700,kilometer,CAYENNE,Cayenne Turbo,true,car,null,12,null
null,Blue,null,CHF,null,Zuzwil,CH,Ferrari,2004,42600,kilometer,F360, Modena Berlinetta,true,car,null,2,null
null,Silver,null,CHF,null,Porrentruy,CH,Alfa Romeo,2011,23900,kilometer,8C,,true,car,null,4,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,1974,97100,kilometer,2002, Turbo,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,Lamborghini,2006,20000,kilometer,GALLARDO,Gallardo 5.0 V10 Coupé SE,true,car,null,1,null
null,Silver,null,CHF,null,Sursee,CH,Mercedes-Benz,1971,500,kilometer,280, 3.5 V8 Cabrio,true,car,null,2,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1996,156800,kilometer,SL 320,,true,car,null,7,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,2004,91600,kilometer,CAYENNE,Cayenne Turbo,true,car,null,4,null
null,Blue,null,CHF,null,Zuzwil,CH,Porsche,1999,80400,kilometer,911, Carrera 4 Cabrio TECHART,true,car,null,5,null
null,Silver,null,CHF,null,Zuzwil,CH,Audi,2002,47400,kilometer,RS6, Avant quattro,true,car,null,12,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2002,87800,kilometer,ML 400, CDI,true,car,null,11,null
null,Silver,null,CHF,null,Zuzwil,CH,VW,2007,87000,kilometer,GOLF,Golf 2.0 TFSI GTI,true,car,null,2,null
null,Silver,null,CHF,null,Zuzwil,CH,VW,2009,33500,kilometer,JETTA,Jetta 2.0 TDI Comfort,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1989,198000,kilometer,190, E 2.5-16 ABS,true,car,null,1,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,2011,10900,kilometer,Z4, M Coupé,true,car,null,8,null
null,Silver,null,CHF,null,Zuzwil,CH,Renault,1976,42940,kilometer,ALPINE, 1600 VF,true,car,null,8,null
null,Silver,null,CHF,null,Zuzwil,CH,Audi,2002,35100,kilometer,A8, 4.2 quattro,true,car,null,8,null
null,Silver,null,CHF,null,Zuzwil,CH,Toyota,1986,101400,kilometer,COROLLA,Corolla 1600 GTi TC16,true,car,null,12,null
null,Silver,null,CHF,null,Basel,CH,Bentley,2006,15600,kilometer,ARNAGE,Arnage T,true,car,null,3,null
null,Blue,null,CHF,null,Zuzwil,CH,Audi,2006,108200,kilometer,RS4, 4.2 V8 quattro,true,car,null,5,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,2001,60800,kilometer,911, Turbo,true,car,null,5,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,2002,68100,kilometer,911, Carrera 4 S,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,Triumph,1977,12800,kilometer,Dolomite, Sprint,true,car,null,7,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1996,74400,kilometer,SL 500,,true,car,null,6,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,2007,32000,kilometer,M6,,true,car,null,2,null
null,Silver,null,CHF,null,Zuzwil,CH,Renault,1983,69000,kilometer,ALPINE,Alpine A310 V6,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,VW,2002,31300,kilometer,PHAETON,Phaeton 6.0 W12 4Motion,true,car,null,11,null
null,Silver,null,CHF,null,Zuzwil,CH,Ferrari,2008,19999,kilometer,F430, Scuderia,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,1997,69600,kilometer,750,i,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,Ferrari,1992,16500,kilometer,MONDIAL,Mondial 3.4 T,true,car,null,5,null
null,Blue,null,CHF,null,Zuzwil,CH,Ferrari,2013,12000,kilometer,F12, Berlinetta,true,car,null,1,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1999,83600,kilometer,SL 320,,true,car,null,8,null
null,Silver,null,CHF,null,Zuzwil,CH,Renault,1970,57700,kilometer,Alpine A110, 1600S,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,Datsun,1981,50300,kilometer,280, ZX,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2003,126300,kilometer,ML 350, Inspiration,true,car,null,10,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,2003,94500,kilometer,911, Turbo,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,BMW,2003,35000,kilometer,M3, CSL,true,car,null,11,null
null,Silver,null,CHF,null,Zuzwil,CH,Mitsubishi,1999,120800,kilometer,LANCER, EVO V,true,car,null,1,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2000,75300,kilometer,null,6.7 BRABUS,true,car,null,2,null
null,Silver,null,CHF,null,Zuzwil,CH,Porsche,2000,38200,kilometer,911, Carrera 4,true,car,null,11,null
null,Silver,null,CHF,null,Zuzwil,CH,Audi,2005,49900,kilometer,TT, Roadster 1.8 T,true,car,null,3,null
null,Silver,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1995,96600,kilometer,SL 500,,true,car,null,1,null
null,Blue,null,CHF,null,Zuzwil,CH,Bentley,2000,19300,kilometer,ARNAGE,Arnage Red Label,true,car,null,5,null
null,Silver,null,CHF,null,St. Gallen,CH,Bentley,2015,5000,kilometer,CONTINENTAL,Continental GT Speed 6.0,true,car,null,9,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1997,67400,kilometer,E 50 AMG, Avantgarde,true,car,null,3,null
null,Other,null,CHF,null,Porrentruy,CH,Lamborghini,1999,44500,kilometer,DIABLO,Diablo 5.7 SV,true,car,null,1,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1999,32000,kilometer,S 500,,true,car,null,10,null
null,White,null,CHF,null,Zuzwil,CH,Maserati,2003,78300,kilometer,SPYDER GT,Spyder GT,true,car,null,5,null
null,White,null,CHF,null,Zuzwil,CH,Audi,2004,95300,kilometer,A4, 3.0 V6,true,car,null,2,null
null,White,null,CHF,null,Zuzwil,CH,Renault,1979,11200,kilometer,ALPINE, A310 2700 VA,true,car,null,11,null
null,White,null,CHF,null,Zuzwil,CH,Ferrari,2007,26000,kilometer,575M,,true,car,null,5,null
null,White,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2003,43000,kilometer,SL 600,,true,car,null,1,null
null,White,null,CHF,null,Zuzwil,CH,Porsche,2007,10,kilometer,CAYENNE,Cayenne Turbo,true,car,null,1,null
null,White,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2000,94000,kilometer,CL 600,,true,car,null,11,null
null,White,null,CHF,null,Zuzwil,CH,Ferrari,2012,11700,kilometer,458, Spider Italia 4.5 V8,true,car,null,1,null
null,White,null,CHF,null,Zuzwil,CH,Audi,2008,120000,kilometer,RS6, Avant 5.0 V10 quattro,true,car,null,7,null
null,White,null,CHF,null,Zuzwil,CH,Chevrolet,1961,67000,kilometer,CORVETTE, C1,true,car,null,1,null
null,Other,null,CHF,null,Zuzwil,CH,Ruf,2007,36000,kilometer,null,RT 12,true,car,null,6,null
null,White,null,CHF,null,Zuzwil,CH,Bentley,2000,34900,kilometer,ARNAGE,Arnage Green Label,true,car,null,7,null
null,White,null,CHF,null,Zuzwil,CH,Jaguar,1996,99900,kilometer,XJ,R 4.0 Supercharged,true,car,null,1,null
null,White,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2005,37500,kilometer,ML 500, 4Matic,true,car,null,12,null
null,White,null,CHF,null,Zuzwil,CH,Other,1981,15000,kilometer,null,De Lorean DMC-12,true,car,null,4,null
null,White,null,CHF,null,Zuzwil,CH,Autobianchi,1974,9999,kilometer,A112, Abarth Serie II,true,car,null,6,null
null,White,null,CHF,null,Zuzwil,CH,Chevrolet,2007,34500,kilometer,Silverado, 2500HD 6.6l V8,true,car,null,2,null
null,White,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2001,73400,kilometer,CL 600,,true,car,null,1,null
null,White,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2007,15800,kilometer,CLS 63 AMG,,true,car,null,9,null
null,White,null,CHF,null,Zuzwil,CH,Hummer,2008,150,kilometer,H3, 3.7 Adventure,true,car,null,11,null
null,White,null,CHF,null,Zuzwil,CH,Rolls-Royce,2004,54000,kilometer,PHANTOM,Phantom 6.7 V12,true,car,null,11,null
null,White,null,CHF,null,Zuzwil,CH,Porsche,2008,73500,kilometer,911, Turbo,true,car,null,2,null
null,Blue,null,CHF,null,Zuzwil,CH,Other,1999,50100,kilometer,EXPLORER,Explorer 4.0 Ltd. Edition,true,car,null,9,null
null,White,null,CHF,null,Zuzwil,CH,Renault,1971,31800,kilometer,Alpine A110, 1300 VC Gordini,true,car,null,3,null
null,White,null,CHF,null,Zuzwil,CH,Audi,2010,15000,kilometer,RS6, Avant 5.0 V10 quattro,true,car,null,1,null
null,White,null,CHF,null,Zuzwil,CH,Bentley,2004,79700,kilometer,CONTINENTAL,Continental GT 6.0,true,car,null,7,null
null,White,null,CHF,null,Zuzwil,CH,Mazda,2007,6900,kilometer,MX-5, 1.8i 16V Confort,true,car,null,3,null
null,White,null,CHF,null,Zuzwil,CH,Audi,2009,31500,kilometer,RS6, Avant 5.0 V10 quattro,true,car,null,1,null
null,White,null,CHF,null,Zuzwil,CH,Audi,1996,143700,kilometer,A8, 4.2 quattro,true,car,null,3,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1991,91600,kilometer,500, SE,true,car,null,8,null
null,White,null,CHF,null,Zuzwil,CH,BMW,2009,110600,kilometer,320,d xDrive M-Sportpaket,true,car,null,2,null
null,White,null,CHF,null,Zuzwil,CH,BMW,1998,34400,kilometer,728,i,true,car,null,11,null
null,White,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2010,37500,kilometer,CLS 63 AMG,,true,car,null,8,null
null,White,null,CHF,null,Zuzwil,CH,McLaren,2013,12000,kilometer,12C,MP4- Cabriolet 3.8 V8,true,car,null,3,null
null,White,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2003,81000,kilometer,SL 55 AMG,,true,car,null,1,null
null,White,null,CHF,null,Zuzwil,CH,Porsche,2006,29800,kilometer,911, Carrera S Cabrio,true,car,null,8,null
null,White,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2001,15600,kilometer,SL 500,,true,car,null,11,null
null,White,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1993,26800,kilometer,S 600,,true,car,null,8,null
null,White,null,CHF,null,Zuzwil,CH,Ferrari,2000,36000,kilometer,456,M GT,true,car,null,3,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2008,41000,kilometer,SL 55 AMG,,true,car,null,12,null
null,White,null,CHF,null,Zuzwil,CH,BMW,1998,39700,kilometer,M5,,true,car,null,10,null
null,White,null,CHF,null,Porrentruy,CH,Lamborghini,2008,5900,kilometer,null,Reventon Coupé,true,car,null,4,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2001,83000,kilometer,E 320, Avantgarde,true,car,null,5,null
null,Blue,null,CHF,null,Zuzwil,CH,Porsche,2009,33000,kilometer,911, Turbo,true,car,null,3,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2002,145100,kilometer,C 320, Elégance,true,car,null,5,null
null,Blue,null,CHF,null,Zuzwil,CH,Other,1986,199300,kilometer,5 SERIES, B7 TURBO,true,car,null,5,null
null,Blue,null,CHF,null,Porrentruy,CH,Ferrari,2003,42500,kilometer,F360, Modena Berlinetta,true,car,null,11,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2013,23900,kilometer,E 63 AMG, S 4Matic,true,car,null,7,null
null,Blue,null,CHF,null,Zuzwil,CH,Lamborghini,2007,38000,kilometer,MURCIÉLAGO,Murciélago LP640-4 Cpé,true,car,null,7,null
null,Other,null,CHF,null,Zuzwil,CH,Porsche,1980,54000,kilometer,924, Turbo,true,car,null,3,null
null,Blue,null,CHF,null,Zuzwil,CH,MG,1957,37000,kilometer,null,Roadster,true,car,null,1,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1999,96500,kilometer,S 55 AMG,,true,car,null,2,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2003,106000,kilometer,E 240, Avantgarde,true,car,null,3,null
null,Blue,null,CHF,null,Zuzwil,CH,BMW,1990,27700,kilometer,Z1,,true,car,null,2,null
null,Blue,null,CHF,null,Zuzwil,CH,Honda,2001,111500,kilometer,LEGEND,Legend V6 3.5i,true,car,null,3,null
null,Blue,null,CHF,null,Zuzwil,CH,Porsche,2002,132600,kilometer,911, Turbo,true,car,null,3,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2000,25100,kilometer,SL 320,,true,car,null,4,null
null,Blue,null,CHF,null,Zuzwil,CH,BMW,1995,119600,kilometer,750,i,true,car,null,7,null
null,Blue,null,CHF,null,Zuzwil,CH,Audi,2008,49800,kilometer,RS6, Avant 5.0 V10 quattro,true,car,null,10,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1997,123400,kilometer,C 230, Elégance,true,car,null,2,null
null,Blue,null,CHF,null,Zuzwil,CH,Lamborghini,2011,18000,kilometer,GALLARDO,Gallardo LP570-4 Coupé SL,true,car,null,3,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2006,68800,kilometer,S 65 AMG, L,true,car,null,8,null
null,Blue,null,CHF,null,Zuzwil,CH,Other,2015,4300,kilometer,MUSTANG,Mustang 5.0 GT Premium 50 Years,true,car,null,4,null
null,Blue,null,CHF,null,Zuzwil,CH,VW,2007,27000,kilometer,EOS,Eos 2.0 FSI T,true,car,null,9,null
null,Blue,null,CHF,null,Zuzwil,CH,Audi,2004,62000,kilometer,A6, 4.2 V8 quattro,true,car,null,3,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1998,86900,kilometer,E 55 AMG, Avantgarde,true,car,null,2,null
null,Blue,null,CHF,null,Zuzwil,CH,Porsche,1999,34400,kilometer,911, Carrera Cabrio,true,car,null,1,null
null,Blue,null,CHF,null,Zuzwil,CH,Other,2007,66800,kilometer,6 SERIES,B6 4.4 V8 Cabrio,true,car,null,4,null
null,Blue,null,CHF,null,Zuzwil,CH,BMW,1998,78700,kilometer,540,i,true,car,null,11,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2002,16500,kilometer,SL 55 AMG,,true,car,null,6,null
null,Blue,null,CHF,null,Zuzwil,CH,Porsche,2000,43400,kilometer,BOXSTER,Boxster S 3.2,true,car,null,4,null
null,Blue,null,CHF,null,Zuzwil,CH,Ferrari,2015,200,kilometer,458, Italia 4.5 V8 Speciale,true,car,null,1,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2013,25100,kilometer,ML 63 AMG, 4Matic,true,car,null,1,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1993,111000,kilometer,S 600,,true,car,null,8,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1998,166550,kilometer,SLK 230, Kompressor,true,car,null,7,null
null,Blue,null,CHF,null,Zuzwil,CH,Aston Martin,1998,97200,kilometer,DB7,,true,car,null,4,null
null,Blue,null,CHF,null,Zuzwil,CH,Renault,1981,68900,kilometer,ALPINE,Alpine A310 V6,true,car,null,5,null
null,Blue,null,CHF,null,Zuzwil,CH,Audi,2002,47600,kilometer,RS6, Avant quattro,true,car,null,7,null
null,Blue,null,CHF,null,Zuzwil,CH,Maserati,2004,62700,kilometer,QUATTROPORTE,Quattroporte 4.2,true,car,null,6,null
null,Blue,null,CHF,null,Zuzwil,CH,Audi,2002,39300,kilometer,RS6, Avant quattro,true,car,null,8,null
null,Blue,null,CHF,null,Zuzwil,CH,Ferrari,2002,51200,kilometer,575M,,true,car,null,7,null
null,Blue,null,CHF,null,Zuzwil,CH,Land Rover,1998,49700,kilometer,RANGE ROVER,Range Rover 4.6 HSE,true,car,null,5,null
null,Blue,null,CHF,null,Zuzwil,CH,Toyota,1971,53100,kilometer,CELICA, 1600 GT,true,car,null,8,null
null,Blue,null,CHF,null,Zuzwil,CH,Audi,2004,49000,kilometer,A8,  6.0 quattro,true,car,null,7,null
null,Blue,null,CHF,null,Zuzwil,CH,Audi,2008,46000,kilometer,RS6, Avant 5.0 V10 quattro,true,car,null,7,null
