BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,ID,InteriorColorText,Km,MakeText,ModelText,ModelTypeText,Properties,Seats,TransmissionTypeText,TypeName,TypeNameFull
silber mét.,Coupé,3246,Zuzwil,287 g/km,Occasion,G,11.9 l/100km,2,Hinterradantrieb,11,2003,Benzin,360,1061.0,null,35000,BMW,M3,M3 CSL,"""Ab MFK""",5,Automatisiertes Schaltgetriebe,M3 CSL,BMW M3 CSL
silber mét.,Limousine,1997,Zuzwil,null,Occasion,null,null,4,Allrad,1,1999,Benzin,280,1062.0,schwarz,120800,MITSUBISHI,LANCER,LANCER EVO V,"""Ab MFK""",5,Schaltgetriebe manuell,EVO V,MITSUBISHI LANCER EVO V
silber mét.,Coupé,6700,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,2000,Benzin,450,1063.0,schwarz,75300,MERCEDES-BENZ,null,6.7 BRABUS,"""Ab MFK""",4,Automatik-Getriebe,6.7 BRABUS,MERCEDES-BENZ 6.7 BRABUS
silber mét.,Coupé,3387,Zuzwil,295 g/km,Occasion,G,12.0 l/100km,2,Allrad,11,2000,Benzin,300,1064.0,schwarz,38200,PORSCHE,911,911 Carrera 4,"""Ab MFK""",4,Schaltgetriebe manuell,911 Carrera 4,PORSCHE 911 Carrera 4
silber mét.,Cabriolet,1781,Zuzwil,199 g/km,Occasion,G,8.3 l/100km,2,Vorderradantrieb,3,2005,Benzin,180,1065.0,schwarz,49900,AUDI,TT,TT Roadster 1.8 T,"""Ab MFK""",2,Schaltgetriebe manuell,TT Roadster 1.8 T,AUDI TT Roadster 1.8 T
silber mét.,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1995,Benzin,320,1069.0,null,96600,MERCEDES-BENZ,SL 500,SL 500,"""Ab MFK""",0,Automat,SL 500,MERCEDES-BENZ SL 500
blau mét.,Limousine,6761,Zuzwil,456 g/km,Occasion,G,19.2 l/100km,4,Hinterradantrieb,5,2000,Benzin,405,107.0,grau,19300,BENTLEY,ARNAGE,Arnage Red Label,"""Ab MFK""",5,Automat,Arnage Red Label,BENTLEY Arnage Red Label
silber mét.,Coupé,5998,St. Gallen,338 g/km,Occasion,G,14.5 l/100km,2,Allrad,9,2015,Benzin,635,1070.0,schwarz,5000,BENTLEY,CONTINENTAL,Continental GT Speed 6.0,"""Ab MFK""",4,Automat,Continental GT Speed 6.0,BENTLEY Continental GT Speed 6.0
violett mét.,Limousine,4973,Zuzwil,315 g/km,Occasion,null,13.5 l/100km,4,Hinterradantrieb,3,1997,Benzin,347,1074.0,schwarz,67400,MERCEDES-BENZ,E 50 AMG,E 50 AMG Avantgarde,"""Ab MFK""",5,Automat,E 50 AMG Avantgarde,MERCEDES-BENZ E 50 AMG Avantgarde
violett mét.,Coupé,5707,Porrentruy,575 g/km,Occasion,null,24.9 l/100km,2,Hinterradantrieb,1,1999,Benzin,530,1075.0,bordeaux,44500,LAMBORGHINI,DIABLO,Diablo 5.7 SV,null,2,Schaltgetriebe manuell,Diablo 5.7 SV,LAMBORGHINI Diablo 5.7 SV
violett mét.,Limousine,4966,Zuzwil,320 g/km,Occasion,G,13.4 l/100km,4,Hinterradantrieb,10,1999,Benzin,306,1076.0,schwarz,32000,MERCEDES-BENZ,S 500,S 500,"""Ab MFK""",5,Automat,S 500,MERCEDES-BENZ S 500
weiss,Cabriolet,4244,Zuzwil,430 g/km,Occasion,G,18.6 l/100km,2,Hinterradantrieb,5,2003,Benzin,390,1082.0,braun,78300,MASERATI,SPYDER GT,Spyder GT,"""Ab MFK""",2,Automatisiertes Schaltgetriebe,Spyder GT,MASERATI Spyder GT
weiss,Limousine,2976,Zuzwil,233 g/km,Occasion,null,9.7 l/100km,4,Vorderradantrieb,2,2004,Benzin,220,1083.0,schwarz,95300,AUDI,A4,A4 3.0 V6,"""Ab MFK""",5,Automatik-Getriebe,A4 3.0 V6,AUDI A4 3.0 V6
weiss,Coupé,2663,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,11,1979,Benzin,150,1085.0,blau,11200,RENAULT,ALPINE,ALPINE A310 2700 VA,"""Ab MFK""",0,Schaltgetriebe,A310 2700 VA,RENAULT ALPINE A310 2700 VA
weiss,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,5,2007,Benzin,517,1086.0,schwarz,26000,FERRARI,575M,575M,"""Ab MFK""",2,Schaltgetriebe manuell,575M,FERRARI 575M
weiss,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,1,2003,Benzin,500,1087.0,anthrazit,43000,MERCEDES-BENZ,SL 600,SL 600,"""Ab MFK""",2,Automat,SL 600,MERCEDES-BENZ SL 600
weiss,SUV / Geländewagen,4511,Zuzwil,378 g/km,Neu,G,15.7 l/100km,5,Allrad,1,2007,Benzin,450,1089.0,schwarz,10,PORSCHE,CAYENNE,Cayenne Turbo,"""Ab MFK""",5,Automat sequentiell,Cayenne Turbo,PORSCHE Cayenne Turbo
weiss,Coupé,5786,Zuzwil,333 g/km,Occasion,G,13.9 l/100km,2,Hinterradantrieb,11,2000,Benzin,367,1091.0,grau,94000,MERCEDES-BENZ,CL 600,CL 600,"""Ab MFK""",4,Automat,CL 600,MERCEDES-BENZ CL 600
weiss,Cabriolet,4497,Zuzwil,275 g/km,Occasion,G,11.8 l/100km,2,Hinterradantrieb,1,2012,Benzin,566,1095.0,schwarz,11700,FERRARI,458,458 Spider Italia 4.5 V8,null,2,Automatisiertes Schaltgetriebe,458 Spider Italia 4.5 V8,FERRARI 458 Spider Italia 4.5 V8
weiss,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,580,1096.0,schwarz,120000,AUDI,RS6,RS6 Avant 5.0 V10 quattro,"""Ab MFK""",5,Automat sequentiell,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro
weiss,Cabriolet,5351,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1961,Benzin,327,1099.0,schwarz,67000,CHEVROLET,CORVETTE,CORVETTE C1,"""Ab MFK""",2,Schaltgetriebe manuell,C1,CHEVROLET CORVETTE C1
anthrazit mét.,Coupé,3800,Zuzwil,null,Occasion,null,null,2,null,6,2007,Benzin,650,11.0,schwarz,36000,RUF,null,RT 12,"""Ab MFK""",0,null,RT 12,RUF RT 12
weiss,Limousine,4398,Zuzwil,390 g/km,Occasion,G,19.9 l/100km,4,Hinterradantrieb,7,2000,Benzin,354,1101.0,grau,34900,BENTLEY,ARNAGE,Arnage Green Label,"""Ab MFK""",4,Automat,Arnage Green Label,BENTLEY Arnage Green Label
weiss,Limousine,3980,Zuzwil,null,Occasion,null,13.3 l/100km,4,Hinterradantrieb,1,1996,Benzin,320,1104.0,beige,99900,JAGUAR,XJ,XJR 4.0 Supercharged,"""Ab MFK""",5,Automat,XJR 4.0 Supercharged,JAGUAR XJR 4.0 Supercharged
weiss,SUV / Geländewagen,4966,Zuzwil,319 g/km,Occasion,G,13.4 l/100km,5,Allrad,12,2005,Benzin,306,1105.0,schwarz,37500,MERCEDES-BENZ,ML 500,ML 500 4Matic,"""Ab MFK""",5,Automat sequentiell,ML 500 4Matic,MERCEDES-BENZ ML 500 4Matic
weiss,Coupé,2849,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1981,Benzin,132,1106.0,grau,15000,DeLorean,null,De Lorean DMC-12,null,0,Schaltgetriebe,De Lorean DMC-12,DeLorean De Lorean DMC-12
weiss,Kleinwagen,981,Zuzwil,null,Occasion,null,null,3,Vorderradantrieb,6,1974,Benzin,57,1108.0,mehrfarbig,9999,AUTOBIANCHI,A112,A112 Abarth Serie II,null,2,Schaltgetriebe,Abarth Serie II,AUTOBIANCHI A112 Abarth Serie II
weiss,Pick-up,0,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,2,2007,null,0,1110.0,mehrfarbig,34500,CHEVROLET,Silverado,Silverado 2500HD 6.6l V8,"""Ab MFK""",5,Automatik-Getriebe,2500HD 6.6l V8,CHEVROLET Silverado 2500HD 6.6l V8
weiss,Coupé,5786,Zuzwil,333 g/km,Occasion,G,13.9 l/100km,2,Hinterradantrieb,1,2001,Benzin,367,1111.0,grau,73400,MERCEDES-BENZ,CL 600,CL 600,"""Ab MFK""",4,Automat,CL 600,MERCEDES-BENZ CL 600
weiss,Limousine,6209,Zuzwil,345 g/km,Occasion,G,14.5 l/100km,4,Hinterradantrieb,9,2007,Benzin,515,1116.0,grau,15800,MERCEDES-BENZ,CLS 63 AMG,CLS 63 AMG,"""Ab MFK""",4,Automat sequentiell,CLS 63 AMG,MERCEDES-BENZ CLS 63 AMG
weiss,SUV / Geländewagen,3653,Zuzwil,327 g/km,Vorführmodell,G,13.8 l/100km,5,Allrad,11,2008,Benzin,245,1117.0,schwarz,150,HUMMER,H3,H3 3.7 Adventure,"""Ab MFK""",5,Schaltgetriebe manuell,H3 3.7 Adventure,HUMMER H3 3.7 Adventure
weiss,Limousine,6749,Zuzwil,385 g/km,Occasion,G,15.9 l/100km,4,Hinterradantrieb,11,2004,Benzin,460,1118.0,beige,54000,ROLLS-ROYCE,PHANTOM,Phantom 6.7 V12,"""Ab MFK""",5,Automat,Phantom 6.7 V12,ROLLS-ROYCE Phantom 6.7 V12
weiss,Coupé,3600,Zuzwil,326 g/km,Occasion,G,13.6 l/100km,2,Allrad,2,2008,Benzin,480,1119.0,schwarz,73500,PORSCHE,911,911 Turbo,"""Ab MFK""",4,Automat,911 Turbo,PORSCHE 911 Turbo
blau mét.,SUV / Geländewagen,4011,Zuzwil,350 g/km,Occasion,null,13.7 l/100km,5,Allrad,9,1999,Benzin,197,112.0,beige,50100,FORD (USA),EXPLORER,Explorer 4.0 Ltd. Edition,"""Ab MFK""",5,Automat,Explorer 4.0 Ltd. Edition,FORD (USA) Explorer 4.0 Ltd. Edition
weiss,Coupé,1255,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1971,Benzin,0,1120.0,schwarz,31800,RENAULT,Alpine A110,Alpine A110 1300 VC Gordini,"""Ab MFK""",2,Schaltgetriebe,1300 VC Gordini,RENAULT Alpine A110 1300 VC Gordini
weiss,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,1,2010,Benzin,700,1122.0,schwarz,15000,AUDI,RS6,RS6 Avant 5.0 V10 quattro,"""Ab MFK""",5,Automat sequentiell,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro
weiss,Coupé,5998,Zuzwil,410 g/km,Occasion,G,17.1 l/100km,2,Allrad,7,2004,Benzin,560,1123.0,mehrfarbig,79700,BENTLEY,CONTINENTAL,Continental GT 6.0,"""Ab MFK""",4,Automat,Continental GT 6.0,BENTLEY Continental GT 6.0
weiss,Cabriolet,1798,Zuzwil,174 g/km,Occasion,G,7.3 l/100km,2,Hinterradantrieb,3,2007,Benzin,126,1126.0,schwarz,6900,MAZDA,MX-5,MX-5 1.8i 16V Confort,"""Ab MFK""",2,Schaltgetriebe manuell,MX-5 1.8i 16V Confort,MAZDA MX-5 1.8i 16V Confort
weiss,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,1,2009,Benzin,580,1127.0,null,31500,AUDI,RS6,RS6 Avant 5.0 V10 quattro,"""Ab MFK""",5,Automat sequentiell,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro
weiss,Limousine,4170,Zuzwil,322 g/km,Occasion,null,13.4 l/100km,4,Allrad,3,1996,Benzin,300,1129.0,blau,143700,AUDI,A8,A8 4.2 quattro,"""Ab MFK""",5,Automat sequentiell,A8 4.2 quattro,AUDI A8 4.2 quattro
blau mét.,Limousine,4971,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,8,1991,Benzin,320,113.0,null,91600,MERCEDES-BENZ,500,500 SE,"""Ab MFK""",5,Automat,500 SE,MERCEDES-BENZ 500 SE
weiss,Limousine,1995,Zuzwil,143 g/km,Occasion,D,5.4 l/100km,4,Allrad,2,2009,Diesel,177,1130.0,schwarz,110600,BMW,320,320d xDrive M-Sportpaket,"""Ab MFK""",5,Schaltgetriebe manuell,320d xDrive M-Sportpaket,BMW 320d xDrive M-Sportpaket
weiss,Limousine,2793,Zuzwil,241 g/km,Occasion,null,10.0 l/100km,4,Hinterradantrieb,11,1998,Benzin,193,1131.0,schwarz,34400,BMW,728,728i,"""Ab MFK""",5,Automatik-Getriebe,728i,BMW 728i
weiss,Limousine,6209,Zuzwil,345 g/km,Occasion,G,14.5 l/100km,4,Hinterradantrieb,8,2010,Benzin,515,1136.0,beige,37500,MERCEDES-BENZ,CLS 63 AMG,CLS 63 AMG,"""Ab MFK""",4,Automat sequentiell,CLS 63 AMG,MERCEDES-BENZ CLS 63 AMG
weiss mét.,Cabriolet,3798,Zuzwil,279 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,3,2013,Benzin,625,1140.0,schwarz,12000,McLAREN,12C,MP4-12C Cabriolet 3.8 V8,"""Ab MFK""",2,Automatisiertes Schaltgetriebe,MP4-12C Cabriolet 3.8 V8,McLAREN MP4-12C Cabriolet 3.8 V8
weiss mét.,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,1,2003,Benzin,500,1143.0,rot,81000,MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,"""Ab MFK""",2,Automat,SL 55 AMG,MERCEDES-BENZ SL 55 AMG
weiss mét.,Cabriolet,3824,Zuzwil,280 g/km,Occasion,null,11.6 l/100km,2,Hinterradantrieb,8,2006,Benzin,355,1144.0,rot,29800,PORSCHE,911,911 Carrera S Cabrio,"""Ab MFK""",2,Automatik-Getriebe,911 Carrera S Cabrio,PORSCHE 911 Carrera S Cabrio
weiss mét.,Cabriolet,4966,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,11,2001,Benzin,306,1145.0,anthrazit,15600,MERCEDES-BENZ,SL 500,SL 500,"""Ab MFK""",2,Automat,SL 500,MERCEDES-BENZ SL 500
weiss mét.,Coupé,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1993,Benzin,394,1146.0,null,26800,MERCEDES-BENZ,S 600,S 600,"""Ab MFK""",4,Automat,S 600,MERCEDES-BENZ S 600
weiss mét.,Coupé,5474,Zuzwil,495 g/km,Occasion,G,22.0 l/100km,2,Hinterradantrieb,3,2000,Benzin,442,1148.0,schwarz,36000,FERRARI,456,456M GT,"""Ab MFK""",4,Schaltgetriebe manuell,456M GT,FERRARI 456M GT
blau mét.,Cabriolet,5439,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,2,Hinterradantrieb,12,2008,Benzin,517,115.0,schwarz,41000,MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,"""Ab MFK""",2,Automat sequentiell,SL 55 AMG,MERCEDES-BENZ SL 55 AMG
weiss mét.,Limousine,4941,Zuzwil,336 g/km,Occasion,null,13.9 l/100km,4,Hinterradantrieb,10,1998,Benzin,400,1150.0,schwarz,39700,BMW,M5,M5,"""Ab MFK""",5,Schaltgetriebe manuell,M5,BMW M5
weiss mét.,Coupé,6496,Porrentruy,null,Occasion,G,null,2,Allrad,4,2008,Benzin,650,1152.0,grau,5900,LAMBORGHINI,null,Reventon Coupé,"""Ab MFK""",2,Automatik-Getriebe,Reventon Coupé,LAMBORGHINI Reventon Coupé
blau mét.,Kombi,3199,Zuzwil,259 g/km,Occasion,G,10.8 l/100km,5,Hinterradantrieb,5,2001,Benzin,224,117.0,grau,83000,MERCEDES-BENZ,E 320,E 320 Avantgarde,"""Ab MFK""",5,Automat,E 320 Avantgarde,MERCEDES-BENZ E 320 Avantgarde
blau mét.,Coupé,3600,Zuzwil,307 g/km,Occasion,G,12.8 l/100km,2,Allrad,3,2009,Benzin,480,119.0,beige,33000,PORSCHE,911,911 Turbo,"""Ab MFK""",4,Schaltgetriebe manuell,911 Turbo,PORSCHE 911 Turbo
blau mét.,Limousine,3199,Zuzwil,260 g/km,Occasion,G,10.8 l/100km,4,Hinterradantrieb,5,2002,Benzin,218,122.0,schwarz,145100,MERCEDES-BENZ,C 320,C 320 Elégance,"""Ab MFK""",5,Automat,C 320 Elégance,MERCEDES-BENZ C 320 Elégance
blau mét.,Limousine,3428,Zuzwil,null,Occasion,null,null,4,null,5,1986,Benzin,300,123.0,schwarz,199300,BMW-ALPINA,5 SERIES,5 SERIES B7 TURBO,"""Ab MFK""",0,null,B7 TURBO,BMW-ALPINA 5 SERIES B7 TURBO
blau mét.,Coupé,3586,Porrentruy,440 g/km,Occasion,G,19.3 l/100km,2,Hinterradantrieb,11,2003,Benzin,400,124.0,bordeaux,42500,FERRARI,F360,F360 Modena Berlinetta,"""Ab MFK""",2,Automatisiertes Schaltgetriebe,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta
blau mét.,Limousine,5461,Zuzwil,242 g/km,Occasion,G,10.3 l/100km,4,Allrad,7,2013,Benzin,585,128.0,schwarz,23900,MERCEDES-BENZ,E 63 AMG,E 63 AMG S 4Matic,"""Ab MFK""",5,Automatisiertes Schaltgetriebe,E 63 AMG S 4Matic,MERCEDES-BENZ E 63 AMG S 4Matic
blau mét.,Coupé,6496,Zuzwil,495 g/km,Occasion,G,21.3 l/100km,2,Allrad,7,2007,Benzin,641,129.0,mehrfarbig,38000,LAMBORGHINI,MURCIÉLAGO,Murciélago LP640-4 Cpé,"""Ab MFK"", ""Direkt-/Parallelimport""",2,Automatisiertes Schaltgetriebe,Murciélago LP640-4 Cpé,LAMBORGHINI Murciélago LP640-4 Cpé
anthrazit mét.,Coupé,1984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1980,Benzin,170,13.0,mehrfarbig,54000,PORSCHE,924,924 Turbo,"""Ab MFK""",4,Schaltgetriebe manuell,Turbo,PORSCHE 924 Turbo
blau mét.,Coupé,1489,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,1,1957,Benzin,68,130.0,schwarz,37000,MG,null,Roadster,"""Ab MFK""",2,Schaltgetriebe,Roadster,MG Roadster
blau mét.,Limousine,5439,Zuzwil,310 g/km,Occasion,G,13.0 l/100km,4,Hinterradantrieb,2,1999,Benzin,360,131.0,schwarz,96500,MERCEDES-BENZ,S 55 AMG,S 55 AMG,"""Ab MFK""",5,Automat,S 55 AMG,MERCEDES-BENZ S 55 AMG
blau mét.,Limousine,2597,Zuzwil,252 g/km,Occasion,null,10.5 l/100km,4,Hinterradantrieb,3,2003,Benzin,177,133.0,schwarz,106000,MERCEDES-BENZ,E 240,E 240 Avantgarde,"""Ab MFK""",5,Automatik-Getriebe,E 240 Avantgarde,MERCEDES-BENZ E 240 Avantgarde
blau mét.,Cabriolet,2494,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1990,Benzin,170,134.0,mehrfarbig,27700,BMW,Z1,Z1,null,2,Schaltgetriebe manuell,null,BMW Z1
blau mét.,Limousine,3474,Zuzwil,291 g/km,Occasion,G,12.3 l/100km,4,Vorderradantrieb,3,2001,Benzin,208,135.0,beige,111500,HONDA,LEGEND,Legend V6 3.5i,"""Ab MFK""",5,Automat,Legend V6 3.5i,HONDA Legend V6 3.5i
blau mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,3,2002,Benzin,420,136.0,blau,132600,PORSCHE,911,911 Turbo,"""Ab MFK"", ""Tuning""",4,Schaltgetriebe manuell,911 Turbo,PORSCHE 911 Turbo
blau mét.,Cabriolet,3199,Zuzwil,274 g/km,Occasion,G,11.5 l/100km,2,Hinterradantrieb,4,2000,Benzin,224,138.0,schwarz,25100,MERCEDES-BENZ,SL 320,SL 320,"""Ab MFK""",2,Automat,SL 320,MERCEDES-BENZ SL 320
blau mét.,Limousine,5377,Zuzwil,338 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,7,1995,Benzin,327,139.0,grau,119600,BMW,750,750i,"""Ab MFK""",5,Automat,750i,BMW 750i
blau mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,10,2008,Benzin,580,140.0,silber,49800,AUDI,RS6,RS6 Avant 5.0 V10 quattro,"""Ab MFK""",5,Automat sequentiell,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro
blau mét.,Limousine,2295,Zuzwil,223 g/km,Occasion,null,9.4 l/100km,4,Hinterradantrieb,2,1997,Benzin,150,141.0,beige,123400,MERCEDES-BENZ,C 230,C 230 Elégance,"""Ab MFK""",5,Automatik-Getriebe,C 230 Elégance,MERCEDES-BENZ C 230 Elégance
blau mét.,Coupé,5204,Zuzwil,319 g/km,Occasion,G,13.5 l/100km,2,Allrad,3,2011,Benzin,570,142.0,schwarz,18000,LAMBORGHINI,GALLARDO,Gallardo LP570-4 Coupé SL,"""Ab MFK""",2,Automatisiertes Schaltgetriebe,Gallardo LP570-4 Coupé SL,LAMBORGHINI Gallardo LP570-4 Coupé SL
blau mét.,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,8,2006,Benzin,612,143.0,schwarz,68800,MERCEDES-BENZ,S 65 AMG,S 65 AMG L,"""Ab MFK""",5,Automat sequentiell,S 65 AMG L,MERCEDES-BENZ S 65 AMG L
blau mét.,Coupé,4951,Zuzwil,281 g/km,Occasion,null,12.0 l/100km,2,Hinterradantrieb,4,2015,Benzin,425,147.0,schwarz,4300,FORD (USA),MUSTANG,Mustang 5.0 GT Premium 50 Years,"""Ab MFK""",4,Automatik-Getriebe,5.0 GT Premium 50 Years,FORD (USA) Mustang 5.0 GT Premium 50 Years
blau mét.,Cabriolet,1984,Zuzwil,202 g/km,Occasion,G,8.4 l/100km,2,Vorderradantrieb,9,2007,Benzin,200,153.0,rot,27000,VW,EOS,Eos 2.0 FSI T,"""Ab MFK""",4,Schaltgetriebe manuell,Eos 2.0 FSI T,VW Eos 2.0 FSI T
blau mét.,Limousine,4163,Zuzwil,278 g/km,Occasion,G,11.6 l/100km,4,Allrad,3,2004,Benzin,335,154.0,beige,62000,AUDI,A6,A6 4.2 V8 quattro,"""Ab MFK""",5,Automat sequentiell,A6 4.2 V8 quattro,AUDI A6 4.2 V8 quattro
blau mét.,Limousine,5439,Zuzwil,301 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,2,1998,Benzin,354,155.0,schwarz,86900,MERCEDES-BENZ,E 55 AMG,E 55 AMG Avantgarde,"""Ab MFK""",5,Automat,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde
blau mét.,Cabriolet,3387,Zuzwil,295 g/km,Occasion,null,12.0 l/100km,2,Hinterradantrieb,1,1999,Benzin,300,156.0,schwarz,34400,PORSCHE,911,911 Carrera Cabrio,"""Ab MFK""",4,Schaltgetriebe manuell,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio
blau mét.,Cabriolet,4398,Zuzwil,306 g/km,Occasion,G,12.8 l/100km,2,Hinterradantrieb,4,2007,Benzin,500,158.0,beige,66800,BMW-ALPINA,6 SERIES,B6 4.4 V8 Cabrio,"""Ab MFK""",4,Automat,B6 4.4 V8 Cabrio,BMW-ALPINA B6 4.4 V8 Cabrio
blau mét.,Limousine,4398,Zuzwil,298 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,11,1998,Benzin,286,159.0,grau,78700,BMW,540,540i,"""Ab MFK""",5,Automat,540i,BMW 540i
anthrazit mét.,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,6,2002,Benzin,476,16.0,grau,16500,MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,"""Ab MFK""",2,Automat,SL 55 AMG,MERCEDES-BENZ SL 55 AMG
blau mét.,Cabriolet,3179,Zuzwil,281 g/km,Occasion,G,11.3 l/100km,2,Hinterradantrieb,4,2000,Benzin,252,160.0,rot,43400,PORSCHE,BOXSTER,Boxster S 3.2,"""Ab MFK""",2,Automat,Boxster S 3.2,PORSCHE Boxster S 3.2
blau mét.,Coupé,4497,Zuzwil,275 g/km,Neu,G,11.8 l/100km,2,Hinterradantrieb,1,2015,Benzin,619,161.0,schwarz,200,FERRARI,458,458 Italia 4.5 V8 Speciale,"""Ab MFK""",2,Automatisiertes Schaltgetriebe,458 Italia 4.5 V8 Speciale,FERRARI 458 Italia 4.5 V8 Speciale
blau mét.,SUV / Geländewagen,5461,Zuzwil,276 g/km,Occasion,G,11.8 l/100km,5,Allrad,1,2013,Benzin,525,163.0,schwarz,25100,MERCEDES-BENZ,ML 63 AMG,ML 63 AMG 4Matic,"""Ab MFK""",5,Automat sequentiell,ML 63 AMG 4Matic,MERCEDES-BENZ ML 63 AMG 4Matic
blau mét.,Coupé,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1993,Benzin,394,165.0,schwarz,111000,MERCEDES-BENZ,S 600,S 600,"""Ab MFK""",4,Automat,S 600,MERCEDES-BENZ S 600
blau mét.,Cabriolet,2295,Zuzwil,225 g/km,Occasion,null,9.5 l/100km,2,Hinterradantrieb,7,1998,Benzin,193,166.0,mehrfarbig,166550,MERCEDES-BENZ,SLK 230,SLK 230 Kompressor,"""Ab MFK""",2,Automat,SLK 230 Kompressor,MERCEDES-BENZ SLK 230 Kompressor
blau mét.,Coupé,3239,Zuzwil,null,Occasion,null,15.7 l/100km,2,Hinterradantrieb,4,1998,Benzin,332,169.0,beige,97200,ASTON MARTIN,DB7,DB7,"""Ab MFK""",4,Automatik-Getriebe,DB7,ASTON MARTIN DB7
blau mét.,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1981,Benzin,150,171.0,schwarz,68900,RENAULT,ALPINE,Alpine A310 V6,"""Ab MFK""",4,Schaltgetriebe manuell,Alpine A310 V6,RENAULT Alpine A310 V6
blau mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,7,2002,Benzin,450,172.0,beige,47600,AUDI,RS6,RS6 Avant quattro,"""Ab MFK""",5,Automat sequentiell,RS6 Avant quattro,AUDI RS6 Avant quattro
blau mét.,Limousine,4244,Zuzwil,443 g/km,Occasion,G,18.9 l/100km,4,Hinterradantrieb,6,2004,Benzin,400,173.0,null,62700,MASERATI,QUATTROPORTE,Quattroporte 4.2,"""Ab MFK""",5,Automatisiertes Schaltgetriebe,Quattroporte 4.2,MASERATI Quattroporte 4.2
blau mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,8,2002,Benzin,450,175.0,schwarz,39300,AUDI,RS6,RS6 Avant quattro,"""Ab MFK""",5,Automat,RS6 Avant quattro,AUDI RS6 Avant quattro
blau mét.,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,7,2002,Benzin,517,178.0,bordeaux,51200,FERRARI,575M,575M,"""Ab MFK""",2,Automatik-Getriebe,575M,FERRARI 575M
blau mét.,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,5,1998,Benzin,226,180.0,schwarz,49700,LAND ROVER,RANGE ROVER,Range Rover 4.6 HSE,"""Ab MFK""",5,Automat,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE
